,,,,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year,Data Year
MOLIP/DOP_2019 InterCensalSurvey_MainReport_2020,Percentage of Households' use of drinking water by source,surface water- Rural,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,
MOLIP/DOP_2019 InterCensalSurvey_MainReport_2020,Percentage of Households' use of drinking water by source,surface water- Total,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
MOLIP/DOP_2019 InterCensalSurvey_MainReport_2020,Percentage of Households' use of drinking water by source,surface water- Urban,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,
MOLIP/DOP_2019 InterCensalSurvey_MainReport_2020,Percentage of Households' use of drinking water by source,Unimproved sources - Rural,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,
MOLIP/DOP_2019 InterCensalSurvey_MainReport_2020,Percentage of Households' use of drinking water by source,Unimproved sources - Total,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,
MOLIP/DOP_2019 InterCensalSurvey_MainReport_2020,Percentage of Households' use of drinking water by source,Unimproved sources - Urban,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,
MOLIP/DOP_2019 InterCensalSurvey_MainReport_2020,Population by 5-year age group,0-4 yr Total,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,681",,,,
MOLIP/DOP_2019 InterCensalSurvey_MainReport_2020,Population by 5-year age group,5-9 yr Total,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,479",,,,
MOLIP/DOP_2019 InterCensalSurvey_MainReport_2020,Population by 5-year age group,10-14 yr Total,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,729",,,,
MOLIP/DOP_2019 InterCensalSurvey_MainReport_2020,Population by 5-year age group,15-19 yr Total,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,723",,,,
MOLIP/DOP_2019 InterCensalSurvey_MainReport_2020,Population by 5-year age group,20-24 yr Total,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,322",,,,
MOLIP/DOP_2019 InterCensalSurvey_MainReport_2020,Population by 5-year age group,25-29 yr Total,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,998",,,,
MOLIP/DOP_2019 InterCensalSurvey_MainReport_2020,Population by 5-year age group,30-34 yr Total,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,849",,,,
MOLIP/DOP_2019 InterCensalSurvey_MainReport_2020,Population by 5-year age group,35-39 yr Total,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,644",,,,
MOLIP/DOP_2019 InterCensalSurvey_MainReport_2020,Population by 5-year age group,40-44 yr Total,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,342",,,,
MOLIP/DOP_2019 InterCensalSurvey_MainReport_2020,Population by 5-year age group,45-49 yr Total,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,079",,,,
MOLIP/DOP_2019 InterCensalSurvey_MainReport_2020,Population by 5-year age group,50-54 yr Total,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,757",,,,
MOLIP/DOP_2019 InterCensalSurvey_MainReport_2020,Population by 5-year age group,55-59 yr Total,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,380",,,,
MOLIP/DOP_2019 InterCensalSurvey_MainReport_2020,Population by 5-year age group,60-64 yr Total,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,865",,,,
MOLIP/DOP_2019 InterCensalSurvey_MainReport_2020,Population by 5-year age group,65 &+ yr Total,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,297",,,,
MOLIP/DOP_2019 InterCensalSurvey_MainReport_2020,Population by type of disability,Disability prevalence rate - 5+ yr Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,
MOLIP/DOP_2019 InterCensalSurvey_MainReport_2020,Population by type of disability,Disability prevalence rate - 5+ yr Male,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
MOLIP/DOP_2019 InterCensalSurvey_MainReport_2020,Population by type of disability,Disability prevalence rate - 5+ yr Rural,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,
MOLIP/DOP_2019 InterCensalSurvey_MainReport_2020,Population by type of disability,Disability prevalence rate - 5+ yr Total,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,
MOLIP/DOP_2019 InterCensalSurvey_MainReport_2020,Population by type of disability,Disability prevalence rate - 5+ yr Urban,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
MOLIP/DOP_2019 InterCensalSurvey_MainReport_2020,Population by type of disability,Disability prevalence rate_Communication - 5+ yr Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,
MOLIP/DOP_2019 InterCensalSurvey_MainReport_2020,Population by type of disability,Disability prevalence rate_Communication - 5+ yr Male,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,
MOLIP/DOP_2019 InterCensalSurvey_MainReport_2020,Population by type of disability,Disability prevalence rate_Communication - 5+ yr Rural,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,
MOLIP/DOP_2019 InterCensalSurvey_MainReport_2020,Population by type of disability,Disability prevalence rate_Communication - 5+ yr Total,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,
MOLIP/DOP_2019 InterCensalSurvey_MainReport_2020,Population by type of disability,Disability prevalence rate_Communication - 5+ yr Urban,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
MOLIP/DOP_2019 InterCensalSurvey_MainReport_2020,Population by type of disability,Disability prevalence rate_Hearing - 5+ yr Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,
MOLIP/DOP_2019 InterCensalSurvey_MainReport_2020,Population by type of disability,Disability prevalence rate_Hearing - 5+ yr Male,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,
MOLIP/DOP_2019 InterCensalSurvey_MainReport_2020,Population by type of disability,Disability prevalence rate_Hearing - 5+ yr Rural,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,
MOLIP/DOP_2019 InterCensalSurvey_MainReport_2020,Population by type of disability,Disability prevalence rate_Hearing - 5+ yr Total,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,
MOLIP/DOP_2019 InterCensalSurvey_MainReport_2020,Population by type of disability,Disability prevalence rate_Hearing - 5+ yr Urban,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,
MOLIP/DOP_2019 InterCensalSurvey_MainReport_2020,Population by type of disability,Disability prevalence rate_Remembering - 5+ yr Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,
MOLIP/DOP_2019 InterCensalSurvey_MainReport_2020,Population by type of disability,Disability prevalence rate_Remembering - 5+ yr Male,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,
MOLIP/DOP_2019 InterCensalSurvey_MainReport_2020,Population by type of disability,Disability prevalence rate_Remembering - 5+ yr Rural,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,
MOLIP/DOP_2019 InterCensalSurvey_MainReport_2020,Population by type of disability,Disability prevalence rate_Remembering - 5+ yr Total,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,
MOLIP/DOP_2019 InterCensalSurvey_MainReport_2020,Population by type of disability,Disability prevalence rate_Remembering - 5+ yr Urban,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,
MOLIP/DOP_2019 InterCensalSurvey_MainReport_2020,Population by type of disability,Disability prevalence rate_Seeing - 5+ yr Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,
MOLIP/DOP_2019 InterCensalSurvey_MainReport_2020,Population by type of disability,Disability prevalence rate_Seeing - 5+ yr Male,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,
MOLIP/DOP_2019 InterCensalSurvey_MainReport_2020,Population by type of disability,Disability prevalence rate_Seeing - 5+ yr Rural,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,
MOLIP/DOP_2019 InterCensalSurvey_MainReport_2020,Population by type of disability,Disability prevalence rate_Seeing - 5+ yr Total,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,
MOLIP/DOP_2019 InterCensalSurvey_MainReport_2020,Population by type of disability,Disability prevalence rate_Seeing - 5+ yr Urban,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,
MOLIP/DOP_2019 InterCensalSurvey_MainReport_2020,Population by type of disability,Disability prevalence rate_Self-care - 5+ yr Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,
MOLIP/DOP_2019 InterCensalSurvey_MainReport_2020,Population by type of disability,Disability prevalence rate_Self-care - 5+ yr Male,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,
MOLIP/DOP_2019 InterCensalSurvey_MainReport_2020,Population by type of disability,Disability prevalence rate_Self-care - 5+ yr Rural,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,
MOLIP/DOP_2019 InterCensalSurvey_MainReport_2020,Population by type of disability,Disability prevalence rate_Self-care - 5+ yr Total,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,
MOLIP/DOP_2019 InterCensalSurvey_MainReport_2020,Population by type of disability,Disability prevalence rate_Self-care - 5+ yr Urban,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,
MOLIP/DOP_2019 InterCensalSurvey_MainReport_2020,Population by type of disability,Disability prevalence rate_Walking - 5+ yr Female,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,
MOLIP/DOP_2019 InterCensalSurvey_MainReport_2020,Population by type of disability,Disability prevalence rate_Walking - 5+ yr Male,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,
MOLIP/DOP_2019 InterCensalSurvey_MainReport_2020,Population by type of disability,Disability prevalence rate_Walking - 5+ yr Rural,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,
MOLIP/DOP_2019 InterCensalSurvey_MainReport_2020,Population by type of disability,Disability prevalence rate_Walking - 5+ yr Total,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,
MOLIP/DOP_2019 InterCensalSurvey_MainReport_2020,Population by type of disability,Disability prevalence rate_Walking - 5+ yr Urban,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,
MOLIP/DOP_2019 InterCensalSurvey_MainReport_2020,Population by type of disability,People with any of 6 disabilities - 5+ yr Female,Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,458,439",,,,
MOLIP/DOP_2019 InterCensalSurvey_MainReport_2020,Population by type of disability,People with any of 6 disabilities - 5+ yr Male,Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,510,548",,,,
MOLIP/DOP_2019 InterCensalSurvey_MainReport_2020,Population by type of disability,People with any of 6 disabilities - 5+ yr Total,Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,968,986",,,,
MOLIP/DOP_2019 InterCensalSurvey_MainReport_2020,Population size,0-14 yr Total,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,
MOLIP/DOP_2019 InterCensalSurvey_MainReport_2020,Population size,15-64 yr Total,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,
MOLIP/DOP_2019 InterCensalSurvey_MainReport_2020,Population size,15+ yr Female,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,214",,,,
MOLIP/DOP_2019 InterCensalSurvey_MainReport_2020,Population size,15+ yr Male,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,041",,,,
MOLIP/DOP_2019 InterCensalSurvey_MainReport_2020,Population size,15+ yr Total,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"37,256",,,,
MOLIP/DOP_2019 InterCensalSurvey_MainReport_2020,Population size,65+ yr Total,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,
MOLIP/DOP_2019 InterCensalSurvey_MainReport_2020,Population size,Rural,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"36,404",,,,
MOLIP/DOP_2019 InterCensalSurvey_MainReport_2020,Population size,Total,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"51,145",,,,
MOLIP/DOP_2019 InterCensalSurvey_MainReport_2020,Population size,Urban,In thousand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,740",,,,
MOLIP/DOP_2019 InterCensalSurvey_MainReport_2020,Proportion of female-headed households,Total,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,
MOLIP/DOP_2019 InterCensalSurvey_MainReport_2020,Proportion of households using firewood as fuel source for cooking,Rural,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,,
MOLIP/DOP_2019 InterCensalSurvey_MainReport_2020,Proportion of households using firewood as fuel source for cooking,Total,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,
MOLIP/DOP_2019 InterCensalSurvey_MainReport_2020,Proportion of households using firewood as fuel source for cooking,Urban,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,
MOLIP/DOP_2019 InterCensalSurvey_MainReport_2020,Proportion of Households with Access to Electricity,Rural,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,
MOLIP/DOP_2019 InterCensalSurvey_MainReport_2020,Proportion of Households with Access to Electricity,Total,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,
MOLIP/DOP_2019 InterCensalSurvey_MainReport_2020,Proportion of Households with Access to Electricity,Urban,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,,,,
MOLIP/DOP_2019 InterCensalSurvey_MainReport_2020,Sex ratio,Rural,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,,,,
MOLIP/DOP_2019 InterCensalSurvey_MainReport_2020,Sex ratio,Total,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,
MOLIP/DOP_2019 InterCensalSurvey_MainReport_2020,Sex ratio,Urban,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,,,
MOLIP/DOP_2019 InterCensalSurvey_MainReport_2020,Total dependency ratio,Total,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,
MOLIP/DOP_2019 InterCensalSurvey_MainReport_2020,Total fertility rate (TFR),Rural,Births per woman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,
MOLIP/DOP_2019 InterCensalSurvey_MainReport_2020,Total fertility rate (TFR),Total,Births per woman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,
MOLIP/DOP_2019 InterCensalSurvey_MainReport_2020,Total fertility rate (TFR),Urban,Births per woman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,
MOLIP/DOP_2019 InterCensalSurvey_MainReport_2020,Urban Population as Percentage of Total Population,Total,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,
Myanmar Demographic and Health Survey (2015-2016),Adolescent birth rate,Rural (women 15-19 yr-old),Per 1000 population,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),Adolescent birth rate,Total (women 15-19 yr-old),Per 1000 population,,,,,,,,,,,,,,,,,,,,,,,,,,,,844,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),Adolescent birth rate,Urban (women 15-19 yr-old),Per 1000 population,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),Antenatal care coverage for at least one visit (ANC),15-49 yr Female,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),Children Immunized (DPT-HEpB-Hib),Female,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),Children Immunized (DPT-HEpB-Hib),Male,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),Children Immunized (DPT-HEpB-Hib),Rural,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),Children Immunized (DPT-HEpB-Hib),Total,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),Children Immunized (DPT-HEpB-Hib),Urban,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),Children Immunized (Measles),Female,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),Children Immunized (Measles),Male,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),Children Immunized (Measles),Rural,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),Children Immunized (Measles),Total,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),Children Immunized (Measles),Urban,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),Infant mortality rate,Female,Deaths per 1000 live births,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),Infant mortality rate,Male,Deaths per 1000 live births,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),Infant mortality rate,Rural,Deaths per 1000 live births,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),Infant mortality rate,Total,Deaths per 1000 live births,,,,,,,,,,,,,,,,,,,,,,,,,,,,887,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),Infant mortality rate,Urban,Deaths per 1000 live births,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),Maternal mortality ratio,Total,"Deaths per 100,000 live births",,,,,,,,,,,,,,,,,,,,,,,,,,,,227,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),Neonatal mortality rate,Female,Deaths per 1000 live births,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),Neonatal mortality rate,Male,Deaths per 1000 live births,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),Neonatal mortality rate,Rural,Deaths per 1000 live births,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),Neonatal mortality rate,Total,Deaths per 1000 live births,,,,,,,,,,,,,,,,,,,,,,,,,,,,492,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),Neonatal mortality rate,Urban,Deaths per 1000 live births,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),Number of Households by source of drinking water,Basic Services - Rural,Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,875,375",,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),Number of Households by source of drinking water,Basic Services - Total,Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,512,892",,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),Number of Households by source of drinking water,Basic Services - Urban,Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,657,436",,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),Number of Households by source of drinking water,Improved sources - Rural,Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,019,861",,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),Number of Households by source of drinking water,Improved sources - Total,Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,720,068",,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),Number of Households by source of drinking water,Improved sources - Urban,Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,720,492",,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),Number of Households by source of drinking water,Limited services - Rural,Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,"144,486",,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),Number of Households by source of drinking water,Limited services - Total,Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,"207,176",,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),Number of Households by source of drinking water,Limited services - Urban,Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,"63,056",,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),Number of Households by source of drinking water,surface water- Rural,Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,"670,115",,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),Number of Households by source of drinking water,surface water- Total,Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,"747,992",,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),Number of Households by source of drinking water,surface water- Urban,Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,"67,418",,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),Number of Households by source of drinking water,Unimproved sources - Rural,Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,808,538",,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),Number of Households by source of drinking water,Unimproved sources - Total,Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,157,764",,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),Number of Households by source of drinking water,Unimproved sources - Urban,Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,"328,941",,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),Percentage of Households using Non-Solid Fuel for Cooking,Rural,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),Percentage of Households using Non-Solid Fuel for Cooking,Total,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),Percentage of Households using Non-Solid Fuel for Cooking,Urban,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),Percentage of Households with Improved Sanitation,Rural,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),Percentage of Households with Improved Sanitation,Total,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),Percentage of Households with Improved Sanitation,Urban,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),Percentage of Households' use of drinking water by source,Basic Services - Rural,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),Percentage of Households' use of drinking water by source,Basic Services - Total,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),Percentage of Households' use of drinking water by source,Basic Services - Urban,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),Percentage of Households' use of drinking water by source,Improved sources - Rural,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),Percentage of Households' use of drinking water by source,Improved sources - Total,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),Percentage of Households' use of drinking water by source,Improved sources - Urban,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),Percentage of Households' use of drinking water by source,Limited services - Rural,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),Percentage of Households' use of drinking water by source,Limited services - Total,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),Percentage of Households' use of drinking water by source,Limited services - Urban,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),Percentage of Households' use of drinking water by source,surface water- Rural,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),Percentage of Households' use of drinking water by source,surface water- Total,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),Percentage of Households' use of drinking water by source,surface water- Urban,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),Percentage of Households' use of drinking water by source,Unimproved sources - Rural,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,
Myanmar Demographic and Health Survey (2015-2016),Percentage of Households' use of drinking water by source,Unimproved sources - Total,Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,
